code,act,section,description
15727,"MVA","120(2)(c)","Municipal powers"
15728,"MVA","120(7)(a)","Municipal powers"
15729,"MVA","120(3)","Municipal powers"
15730,"MVA","120(1)(h)","Municipal powers"
15731,"MVA","120(1)(o)","Municipal powers"
15732,"MVA","120(7)","Municipal powers"
15733,"MVA","135(1)(a)","Fail to yield - on green arrow"
15734,"MVA","132","Green Light"
15735,"MVA","131","Traffic control signals"
16131,"MVA","56(1.1)","Fees"
16132,"MVA","56(1)","Fees"
16133,"MVA","61","Accident Reports"
16134,"MVA","55.1(2)(b)","Cancellation of Drivers licence"
15827,"MVA","96(2)(b)","Impoundment of a motor vehicle"
15828,"MVA","96(2)(a)","Impoundment of a motor vehicle"
15829,"MVA","97(2)","Non resident without proof of financial responsibi"
15830,"MVA","96(1)","Impoundment of a motor vehicle"
15831,"MVA","97(3)","Proof of financial responsibility"
15832,"MVA","31(2)","Exemption of non-resident drivers"
15834,"MVA","31.1(1)(c)","Exemption-non resident driver"
15835,"MVA","31.1(1)(b)","Exemption-non resident driver"
15836,"MVA","31.1(1)(a)","Exemption-non resident driver"
15837,"MVA","31.1(1)","Exemption-non resident driver"
15838,"MVA","31.31","Consular exemptions"
15839,"MVA","31(3)","Exemption-non resident driver"
15840,"MVA","31","Exemption of non-resident drivers"
15841,"MVA","31(1)(f)","Fail to obtain bc dl"
15842,"MVA","31.1(3)(a)","Exemption-non resident driver"
15843,"MVA","31(1)(d)","Fail to obtain bc dl"
15844,"MVA","24(2)","Application for Licence"
15845,"MVA","24(1)","Application for Licence"
15846,"MVA","24","Application for Licence"
15847,"MVA","24(7)(a)","Fail to obey restriction on driver licence"
15848,"MVA","24(3)","Dual Drivers licences"
15849,"MVA","31(1)(e)","Fail to obtain bc dl"
15850,"MVA","31.1(2)(a)","Exemption-non resident driver"
15851,"MVA","24(4)","Application for Licence"
15852,"MVA","23(6)","Offences- Licences and Insurance"
16253,"MVA","93(3)(a)","Stay of prohibition against driving"
16254,"MVA","93(7)(b)","Stay of prohibition against driving"
16255,"MVA","93(7)(a)","Stay of prohibition against driving"
16256,"MVA","92.1(3)(b)","Failing to stop for peace officer"
16429,"MVA","102(2)","Issue of financial responsibility card"
16430,"MVA","115","Interpretation"
16431,"MVA","105(3)","Return of security given in proof"
16432,"MVA","113","Staff"
16433,"MVA","108","Traffic victims indemnity"
16434,"MVA","111","Superintendent may delegate"
16435,"MVA","110(2)","Certified abstract"
16436,"MVA","102(4)","Issue of financial responsibility card"
16437,"MVA","102(3)(c)","Issue of financial responsibility card"
16438,"MVA","102(3)(b)","Issue of financial responsibility card"
16439,"MVA","102(3)(a)","Issue of financial responsibility card"
16440,"MVA","120(1)(f)","Municipal powers"
16441,"MVA","104(1)","Garage and sales agency policy"
16442,"MVA","105(2)(a)","Return of security given in proof"
16443,"MVA","105(2)","Return of security given in proof"
16444,"MVA","105(1)","Return of security given in proof"
16445,"MVA","105","Return of security given in proof"
16446,"MVA","104(3)","Garage and sales agency policy"
16447,"MVA","104(2)","Garage and sales agency policy"
16448,"MVA","104","Garage and sales agency policy"
16450,"MVA","118(2)(b)","Exemption for emergency vehicles"
16452,"MVA","118(2)(c)","Exemption for emergency vehicles"
16135,"MVA","58(2)","Recovery of licence fees"
16136,"MVA","58(1)","Recovery of licence fees"
16138,"MVA","57","Rebate of part of licence fees"
16139,"MVA","55.1(2)(a)","Cancellation of Drivers licence"
16140,"MVA","56(2)(b)","Fees"
16141,"MVA","55(1)(b)","Term and duration of licences"
16142,"MVA","55(2.1)(b)","Term and duration of licences"
16143,"MVA","56(2)(a)","Fees"
16144,"MVA","63(a)","Provide false information"
16145,"MVA","59","Accounting"
16146,"MVA","58(3)","Recovery of licence fees"
16147,"MVA","55.1(2)","Cancellation of Drivers licence"
16148,"MVA","55(2.1)(a)","Term and duration of licences"
16149,"MVA","56","Fees"
16150,"MVA","55(2)","Term and duration of licences"
16151,"MVA","55(1.2)","Term and duration of licences"
16152,"MVA","55(1.1)","Term and duration of licences"
16153,"MVA","55(1)(c)","Term and duration of licences"
16154,"MVA","62(2)(a)","Fail of driver to fulfill duty at accident"
16155,"MVA","55(2.1)","Term and duration of licences"
16156,"MVA","55.1(1)","Cancellation of Drivers licence"
16543,"MVA","3(7)","Registration and Licence"
16544,"MVA","2(7)","Application of Act"
16545,"MVA","2(6)(b)","Application of Act"
16257,"MVA","92.1(3)(a)","Failing to stop for peace officer"
16258,"MVA","92.1(3)","Failing to stop for peace officer"
16259,"MVA","92.1(2)","Failing to stop for peace officer"
16261,"MVA","92.1(1)(a)(ii)","Fail to stop police pursuit"
16262,"MVA","88(3)(b)(ii)","Driving while Suspended"
16263,"MVA","83(6)(b)","Suspension and cancellation of vehicle licences et"
16264,"MVA","85","Prohibition against driving relating to fitness or"
16265,"MVA","83(6)","Suspension and cancellation of vehicle licences et"
16266,"MVA","84(1)","Prohibition against driving where unsatisfied judg"
16267,"MVA","92.1(1)","Fail to stop, resulting in pursuit"
16268,"MVA","92.1(3)(d)","Failing to stop for peace officer"
16269,"MVA","92.1(3)(c)","Failing to stop for peace officer"
16270,"MVA","84(1)(a)","Prohibition against driving where unsatisfied judg"
16271,"MVA","83(5)","Suspension and cancellation of vehicle licences et"
16272,"MVA","84","Prohibition against driving where unsatisfied judg"
16273,"MVA","85(a)","Prohibition against driving relating to fitness or"
16274,"MVA","83(8)","Suspension and cancellation of vehicle licences et"
16275,"MVA","83(7)","Suspension and cancellation of vehicle licences et"
16276,"MVA","83","Suspension and cancellation of vehicle licences et"
16277,"MVA","83(2)","Suspension and cancellation of vehicle licences et"
16278,"MVA","83(9)","Suspension and cancellation of vehicle licences et"
16279,"MVA","88.1","Driving while prohibited or suspended"
16280,"MVA","84(2)(c)","Prohibition against driving where unsatisfied judg"
16281,"MVA","84(2)(b)","Prohibition against driving where unsatisfied judg"
16654,"MVA","150(1)","Slow Driving to Impede Traffic"
16655,"MVA","149(1)(c)","Speed Relative to Conditions"
15593,"MVA","190(3)","When Vehicle Stopping Prohibited"
15596,"MVA","209(1)(b)","No warning devices"
15597,"MVA","209(1)(a)","No warning devices"
16546,"MVA","3","Registration and Licence"
16547,"MVA","3.1(2)","Fail to register vehicle"
16548,"MVA","5(d)","Payment of premium"
16550,"MVA","5(b)","Payment of premium"
16551,"MVA","5(a)","Payment of premium"
16552,"MVA","5","Payment of premium"
16553,"MVA","4","Interim licence"
16554,"MVA","3.1(2)(c)","Fail to register vehicle"
16555,"MVA","3(5)(b)","Registration and Licence"
16556,"MVA","5(e)","Payment of premium"
16557,"MVA","2(9)","Application of Act"
16558,"MVA","3(6)","Registration and Licence"
16559,"MVA","2(7)(c)","Application of Act"
16560,"MVA","2(7)(b)","Application of Act"
16561,"MVA","2(7)(a)","Application of Act"
16562,"MVA","3(2)(b)","Registration and Licence"
16563,"MVA","3(2)(a)","Registration and Licence"
16564,"MVA","3(2)","Registration and Licence"
16565,"MVA","3(1)","No Licence or Registration for Vehicle or Trailer"
16566,"MVA","3(5)(a)","Registration and Licence"
16567,"MVA","3(5)","Registration and Licence"
16568,"MVA","3(4)","Registration and Licence"
16656,"MVA","151(5)","Speed Against Area Sign"
16657,"MVA","151(4)","Speed against area sign over 60 km h"
16658,"MVA","151(3)","Speed Against Highway Sign"
16659,"MVA","140(1)","Fail maint unobstructed traff sign"
16660,"MVA","146","Disobey Flagman"
16661,"MVA","139","Failing to obey lane direction control signal"
16662,"MVA","149","Careless Driving Prohibited"
16663,"MVA","134(3)(a)","Pedestrian crossing against red light"
16664,"MVA","132(2)(a)","Fail to yield to pedestrian"
16665,"MVA","132(2)","Fail to yield to pedestrian"
16666,"MVA","132(1)(b)","Disobey green light"
16667,"MVA","132(1)(a)(iii)","Fail to yield to vehicle"
16668,"MVA","132(1)(a)(ii)","Fail to yield to pedestrian"
16669,"MVA","132(2)(b)","Disobey green light"
16670,"MVA","134","Red Light"
16671,"MVA","134(4)(a)","Red Light-No Intersection"
16672,"MVA","133(1)","Failing To Stop when Light Turns Yellow"
16673,"MVA","133","Yellow Light"
16674,"MVA","132(2)(c)(ii)","Disobey green light ped"
16675,"MVA","132(2)(c)(i)","Disobey green light ped"
16676,"MVA","132(2)(c)","Disobey green light ped"
16677,"MVA","133(1)(c)(i)","Right-of Way of Pedestrian at Yellow Light"
16678,"MVA","132(2)(a)(ii)","Fail to yield to pedestrian"
16679,"MVA","133(2)(a)","Yellow light-no intersection"
16681,"MVA","174(1)(a)","No proper signalling equipment for right hand driv"
15601,"MVA","210(1)","Fail to have required safety equipment"
15602,"MVA","210(2)(a)","Safety equipment snow tires"
15603,"MVA","210(2)","Fail to have required safety equipment"
15605,"MVA","210","Fail to have required safety equipment"
15607,"MVA","209(2)","Fail to use warning devices"
15608,"MVA","211(1)(b)","Regulations"
15609,"MVA","211(1)(a)","Regulations"
15610,"MVA","211(1)","Regulations"
15611,"MVA","211","Regulations"
15612,"MVA","210(3)","Fail to have required safety equipment"
15613,"MVA","210(2)(b)","Fail to have required safety equipment"
15614,"MVA","202","Sign as evidence"
15615,"MVA","208(4)","Transporting explosives"
15618,"MVA","198","Coasting down grade illegally"
15619,"MVA","197","Improper operation of vehicle - canyon defuke moun"
15620,"MVA","196(2)","Obstruct driver"
15622,"MVA","203","Unlawfully race horse on hwy"
15624,"MVA","206","Operate motor vehicle with less than minimum clear"
15629,"MVA","204","Open Door While Unsafe"
15634,"MVA","211(1)(c)","Regulations"
15637,"MVA","208(1)","Transporting explosives"
15639,"MVA","207","Drive motor vehicle with television set in illegal"
15640,"MVA","174(1)","No proper signalling equipment for right hand driv"
15641,"MVA","184(2)","Pedestrian on wrong side of road"
15642,"MVA","167(4)","Improper turn at intersection"
15643,"MVA","185(2)(a.1)","Rights and Duties of Operator of Cycle"
16037,"MVA","40(7)","No manufacturer plate"
16038,"MVA","40(6)(b)","No manufacturer plate"
16039,"MVA","40(6)(a)","No manufacturer plate"
16040,"MVA","40(2)","No manufacturer plate"
16041,"MVA","39(7)(b)","No transporter licence"
16042,"MVA","40(2)(b)","No manufacturer plate"
16043,"MVA","39(7)","No transporter licence"
15737,"MVA","120(1)(n)","Municipal powers"
15738,"MVA","120(4)","Municipal powers"
15739,"MVA","120(1)(l)","Municipal powers"
15740,"MVA","120(1)(k)","Municipal powers"
16684,"MVA","132(2)(a)(i)","Fail to yield to pedestrian"
16685,"MVA","133(1)(c)","Right-of Way of Pedestrian at Yellow Light"
16686,"MVA","133(1)(b)","Disobey yellow light"
16687,"MVA","133(1)(a)","Yellow Light, intersection-no stop before intersec"
16688,"MVA","173(1)(c)","Drive vehicle without signal device"
16689,"MVA","173(1)(b)","Drive vehicle without signal device"
16690,"MVA","173(1)(a)","Drive vehicle device without signal device"
16691,"MVA","173(1)","Drive vehicle without signal device"
16692,"MVA","173","Drive vehicle without signal device"
16693,"MVA","170(b)(i)","Illegal U-Turn"
16694,"MVA","172(2)","Inadequate Signal on Turn"
16695,"MVA","174(1)(b)","No proper signalling equipment for right hand driv"
16696,"MVA","172","Signals on Turning"
16698,"MVA","170(b)(v)","Illegal U-Turn"
16699,"MVA","185(2)(d)","Cycle without at least one hand on the handlebars"
16700,"MVA","167(2)","Improper left turn at intersection"
16701,"MVA","168","Turning Left Other than at Intersection"
16702,"MVA","172(1)","No Signal on Turn"
16704,"MVA","174","No proper signalling equipment for right hand driv"
16705,"MVA","173(2)","Drive vehicle without signal device"
16706,"MVA","167(5)","Improper Turn at Intersection"
16707,"MVA","170(b)(iii)","Illegal U-Turn"
16708,"MVA","167(3)","Turning Left not Staying in Left Lane"
16709,"MVA","167(2)(d)","Improper left turn at intersection"
16710,"MVA","167(2)(c)","Improper left turn at intersection"
16711,"MVA","167(2)(b)","Improper left turn at intersection"
16712,"MVA","170(a)","Unsafe prohibited u-turn"
16044,"MVA","39(6)","No transporter licence"
16045,"MVA","39(5)","No transporter licence"
16046,"MVA","39(4)(d)","No transporter licence"
16047,"MVA","39(4)(c)","No transporter licence"
16048,"MVA","39(8)","No transporter licence"
16049,"MVA","40","No manufacturer plate"
16050,"MVA","39(11)","Fail to relinquish licence plates"
16051,"MVA","39(10)","No transporter licence"
16052,"MVA","39(9)(b)","No transporter licence"
16053,"MVA","39(9)(a)","No transporter licence"
16054,"MVA","39(9)","No transporter licence"
16055,"MVA","39(8)(b)","No transporter licence"
16057,"MVA","40(1)","No manufacturer plate"
16058,"MVA","75(3)","Certificate of superintendent as evidence"
16059,"MVA","70","Application of fines"
16060,"MVA","69.4","Note:  Section(s) Repealed, Not In Force, Spent"
16061,"MVA","69.3","Note:  Section(s) Repealed, Not In Force, Spent"
16062,"MVA","75(2)","Certificate of superintendent as evidence"
16063,"MVA","69.1","No suspended sentence where minimum punishment"
16064,"MVA","72(a)","Arrest without warrant"
16065,"MVA","39(7)(a)","No transporter licence"
16066,"MVA","81(3)","Liability of licensees for offences of employees"
16067,"MVA","75","Certificate of superintendent as evidence"
16068,"MVA","74","Evidence of licence or permit"
16069,"MVA","73","Onus of proof of licence"
16454,"MVA","118(3)(c)","Exemption for emergency vehicles"
16455,"MVA","118(3)(b)","Exemption for emergency vehicles"
16456,"MVA","118(3)(a)","Exemption for emergency vehicles"
16458,"MVA","103","Cancellation of financial responsibility card"
16459,"MVA","105(2)(b)","Return of security given in proof"
16460,"MVA","119(a)","Fail to obey police direction"
15741,"MVA","120(1)(j)","Municipal powers"
15742,"MVA","120(1)(i)","Municipal powers"
15743,"MVA","120(2)","Municipal powers"
15744,"MVA","120(1)(t)","Municipal powers"
15745,"MVA","120(1)(s)","Municipal powers"
15746,"MVA","120(1)(r)","Municipal powers"
15747,"MVA","120(1)(q)","Municipal powers"
15748,"MVA","120(1)(p)","Municipal powers"
15749,"MVA","132(1)(a)(i)","Fail to yield to pedestrian"
15750,"MVA","132(1)","Fail to yield to pedestrian"
15751,"MVA","133(2)","Yellow light-no intersection"
15752,"MVA","134(2)","Fail to Yeild-Right Turn-Red Light"
15753,"MVA","120(1)(m)","Municipal powers"
15754,"MVA","120(2)(b)","Municipal powers"
15755,"MVA","120(2)(a)","Municipal powers"
15756,"MVA","134(3)","Fail to yield-left turn-red light"
15757,"MVA","133(1)(c)(ii)","Right-of Way of Pedestrian at Yellow Light"
15758,"MVA","134(1)","Red Light at Intersection"
15759,"MVA","134(4)(b)","Red light-no intersection"
15760,"MVA","133(2)(b)(ii)","Disobey yellow light ped."
15761,"MVA","133(2)(b)(i)","Disobey yellow light ped."
15762,"MVA","133(2)(b)","Disobey yellow light ped."
16157,"MVA","55.1","Cancellation of Drivers licence"
16158,"MVA","55(5)","Term and duration of licences"
16159,"MVA","55(4)","Term and duration of licences"
16160,"MVA","55(3)","Term and duration of licences"
16162,"MVA","55(2.1)(c)","Term and duration of licences"
15853,"MVA","24(2)(c)","Application for Licence"
15854,"MVA","23(6)(a)","Offences- Licences and Insurance"
16461,"MVA","93(9)","Stay of prohibition against driving"
16462,"MVA","120(1)(d)","Municipal powers"
16463,"MVA","120(1)(c)","Municipal powers"
16464,"MVA","120(1)(b)","Municipal powers"
16465,"MVA","120(1)(a)","Municipal powers"
16466,"MVA","120(1)","Municipal powers"
16467,"MVA","120","Municipal powers"
16468,"MVA","118(1)(c)","Exemption for emergency vehicles"
16469,"MVA","118(1)(b)","Exemption for emergency vehicles"
16470,"MVA","118(1)(a)","Exemption for emergency vehicles"
16471,"MVA","118(1)","Exemption for emergency vehicles"
16472,"MVA","118","Exemption for emergency vehicles"
16473,"MVA","116(c)","Application"
16475,"MVA","116(a)","Application"
16476,"MVA","116","Application"
16478,"MVA","94.2","Driving while prohibited or suspended"
16479,"MVA","94.1(b)","Driving while prohibited or suspended"
16480,"MVA","94.1(a)","Driving while prohibited or suspended"
16481,"MVA","94.1","Driving while prohibited or suspended"
16482,"MVA","14(1)(b)","Fail to notify vehicle change"
16483,"MVA","14(1)(a)","Fail to notify vehicle change"
16484,"MVA","14(1)","Fail to notify vehicle change"
16485,"MVA","2(4)","Husbandry equipment under 15 yrs"
16486,"MVA","13(2)","Fail to notify change of name address of owner"
16487,"MVA","14(1)(e)","Fail to notify vehicle change"
16488,"MVA","19(1)","Notice of removal or destruction of motor vehicle"
16489,"MVA","15","New Serial Numbers"
16490,"MVA","14(3)","Notice of change made in motor vehicle"
16163,"MVA","62(2)(b)(i)","Fail to leave info. aft accid. wunattended vhcl."
16164,"MVA","62(2)(b)","Fail to leave info. aft accid. wunattended vhcl."
16165,"MVA","62(1)","Fail of driver to fulfill duty at accident"
16167,"MVA","62(1)(a)","Fail to remain at accident"
16168,"MVA","62(1)(c)(iii)","Fail to leave licence number"
16169,"MVA","62(1)(c)(ii)","Fail to leave Reg. Owner Name"
16170,"MVA","62(1)(c)(i)","Fail to leave name address"
16171,"MVA","62(1)(c)","Fail of driver to fulfill duty at accident"
16172,"MVA","60","Persons authorized to take affidavits"
16173,"MVA","61(1.1)(a)","Accident Reports"
16174,"MVA","61(1.1)","Accident Reports"
16175,"MVA","61(3)","Accident Reports"
16176,"MVA","62(1)(c)(iv)","Fail to leave insurance info."
16177,"MVA","62(3)(a)","Fail to leave name add-prop. dmg."
16178,"MVA","62(3)","Fail to leave info. aftr accid. dmg. nearby propty"
16179,"MVA","62(2)(c)","Fail to leave info. aft accid. wunattended vhcl."
16180,"MVA","62(2)(b)(iii)","Fail to leave info. aft accid. wunattended vhcl."
